Symbol,Txn Type,Segment,Buy Date,Buy Qty,Buy Rate (₹),Buy Value (₹),Sell Date,Sell Qty,Sell Rate (₹),Sell Value (₹),P&L Amt (₹),Total days,ISIN,Turnover (₹)
ENGINERSIN,Trading,NSE-Cash,29-May-24,50,251.78,12589,29-May-24,50,257.35,12867.5,278.5,0,INE510A01028,278.5
ENGINERSIN,Trading,NSE-Cash,30-May-24,55,252.05,13862.75,30-May-24,55,256.05,14082.75,219.75,0,INE510A01028,219.75
ENGINERSIN,Trading,NSE-Cash,31-May-24,5,249,1245,31-May-24,5,252.32,1261.6,16.6,0,INE510A01028,16.6
ENGINERSIN,Trading,NSE-Cash,03-Jun-24,20,268.79,5375.8,03-Jun-24,20,265.61,5312.2,-63.5,0,INE510A01028,63.5
ENGINERSIN,Trading,NSE-Cash,04-Jun-24,2,239,478,04-Jun-24,2,224.5,449,-29,0,INE510A01028,29
ENGINERSIN,Trading,NSE-Cash,05-Jun-24,1050,209.84,220332,05-Jun-24,1050,213.1,223755,3415,0,INE510A01028,3415
ENGINERSIN,Trading,NSE-Cash,06-Jun-24,80,228.75,18300,06-Jun-24,80,230.71,18456.8,157,0,INE510A01028,157
ENGINERSIN,Trading,NSE-Cash,07-Jun-24,20,232.5,4650,07-Jun-24,20,232.45,4649,-1,0,INE510A01028,1
ENGINERSIN,Trading,NSE-Cash,10-Jun-24,10,230,2300,10-Jun-24,10,234.35,2343.5,43.5,0,INE510A01028,43.5
ENGINERSIN,Trading,NSE-Cash,11-Jun-24,90,247.63,22286.7,11-Jun-24,90,240.91,21681.9,-604.5,0,INE510A01028,604.5
ENGINERSIN,Trading,NSE-Cash,12-Jun-24,20,254.35,5087,12-Jun-24,20,251.23,5024.6,-62.5,0,INE510A01028,62.5
ENGINERSIN,Trading,NSE-Cash,13-Jun-24,11,254.18,2795.98,13-Jun-24,11,256.52,2821.72,25.75,0,INE510A01028,25.75
ENGINERSIN,Trading,NSE-Cash,14-Jun-24,5,251.5,1257.5,14-Jun-24,5,256,1280,22.5,0,INE510A01028,22.5
ENGINERSIN,Trading,NSE-Cash,18-Jun-24,50,270,13500,18-Jun-24,50,272,13600,100,0,INE510A01028,100
ENGINERSIN,Trading,NSE-Cash,19-Jun-24,85,262.58,22319.3,19-Jun-24,85,264.38,22472.3,152.5,0,INE510A01028,152.5
ENGINERSIN,Trading,NSE-Cash,21-Jun-24,5,258,1290,21-Jun-24,5,261,1305,15,0,INE510A01028,15
ENGINERSIN,Trading,NSE-Cash,25-Jun-24,90,254,22860,25-Jun-24,90,255.18,22966.2,106,0,INE510A01028,106
ENGINERSIN,Trading,NSE-Cash,26-Jun-24,80,250,20000,26-Jun-24,80,251,20080,80,0,INE510A01028,80
ENGINERSIN,Trading,NSE-Cash,27-Jun-24,10,248,2480,27-Jun-24,10,250,2500,20,0,INE510A01028,20
ENGINERSIN,Trading,NSE-Cash,28-Jun-24,30,252,7560,28-Jun-24,30,254.5,7635,75,0,INE510A01028,75
ENGINERSIN,Trading,NSE-Cash,01-Jul-24,100,249.58,24958,01-Jul-24,100,250.14,25014,56,0,INE510A01028,56
FORCEMOT,Short-Term,NSE-Cash,25-Jun-24,1,9161,9161,29-May-24,1,8349,8349,-812,27,INE451A01017,-
FORCEMOT,Short-Term,NSE-Cash,27-Jun-24,1,8901,8901,30-May-24,1,8469,8469,-432,28,INE451A01017,-
FORCEMOT,Short-Term,NSE-Cash,27-Jun-24,4,8901,35604,24-Jun-24,4,9233.11,36932.44,1328.45,3,INE451A01017,-
